Data;Hora;Turno;IBUTG (Int.);IBUTG (Ext.);TA;TG;TBU;Ponto de orvalho;UR;;;
20/01/2020;13:39:45;dia;26,3 °C; 26,1 °C; 30,3 °C; 32,9 °C; 23,5 °C; 20,3 °C;55,30%;;;
20/01/2020;13:41:45;dia;26,7 °C; 26,4 °C; 30,8 °C; 33,5 °C; 23,8 °C; 20,5 °C;54,20%;;;
20/01/2020;13:43:45;dia;26,9 °C; 26,6 °C; 30,9 °C; 33,8 °C; 23,9 °C; 20,6 °C;54,30%;;;
20/01/2020;13:45:45;dia;27,2 °C; 27,0 °C; 31,3 °C; 34,1 °C; 24,3 °C; 21,1 °C;54,70%;;;
20/01/2020;13:47:45;dia;28,1 °C; 27,6 °C; 32,1 °C; 36,4 °C; 24,5 °C; 21,1 °C;52,40%;;;
20/01/2020;13:49:45;dia;28,1 °C; 27,7 °C; 32,2 °C; 36,3 °C; 24,6 °C; 21,1 °C;52,00%;;;
20/01/2020;13:51:45;dia;28,2 °C; 27,8 °C; 32,5 °C; 36,2 °C; 24,7 °C; 21,1 °C;51,00%;;;
20/01/2020;13:53:45;dia;28,2 °C; 27,8 °C; 32,8 °C; 36,9 °C; 24,5 °C; 20,6 °C;48,90%;;;
20/01/2020;13:55:45;dia;27,7 °C; 27,2 °C; 31,6 °C; 36,2 °C; 24,0 °C; 20,4 °C;51,50%;;;
20/01/2020;13:57:45;dia;28,0 °C; 27,6 °C; 32,4 °C; 36,1 °C; 24,5 °C; 20,9 °C;50,80%;;;
20/01/2020;13:59:45;dia;28,3 °C; 27,9 °C; 32,7 °C; 36,6 °C; 24,7 °C; 21,0 °C;50,40%;;;
20/01/2020;14:01:45;dia;27,8 °C; 27,5 °C; 32,1 °C; 35,6 °C; 24,5 °C; 21,0 °C;51,90%;;;
20/01/2020;14:03:45;dia;28,1 °C; 27,7 °C; 32,5 °C; 35,9 °C; 24,7 °C; 21,2 °C;51,60%;;;
20/01/2020;14:05:45;dia;28,7 °C; 28,2 °C; 33,2 °C; 37,8 °C; 24,8 °C; 21,0 °C;49,00%;;;
20/01/2020;14:07:45;dia;29,4 °C; 28,9 °C; 34,1 °C; 38,8 °C; 25,3 °C; 21,4 °C;47,70%;;;
20/01/2020;14:09:45;dia;29,7 °C; 29,2 °C; 34,9 °C; 39,2 °C; 25,6 °C; 21,4 °C;45,60%;;;
20/01/2020;14:11:45;dia;30,0 °C; 29,6 °C; 35,5 °C; 39,7 °C; 25,8 °C; 21,5 °C;44,40%;;;
20/01/2020;14:13:45;dia;30,3 °C; 29,9 °C; 36,1 °C; 40,1 °C; 26,1 °C; 21,7 °C;43,40%;;;
20/01/2020;14:15:45;dia;30,6 °C; 30,2 °C; 36,7 °C; 40,6 °C; 26,3 °C; 21,8 °C;42,40%;;;
20/01/2020;14:17:45;dia;30,9 °C; 30,5 °C; 37,1 °C; 41,3 °C; 26,5 °C; 21,9 °C;41,60%;;;
20/01/2020;14:19:45;dia;31,3 °C; 30,8 °C; 37,6 °C; 41,9 °C; 26,7 °C; 22,0 °C;40,80%;;;
20/01/2020;14:21:45;dia;31,6 °C; 31,1 °C; 38,0 °C; 42,2 °C; 27,0 °C; 22,2 °C;40,30%;;;
20/01/2020;14:23:45;dia;31,7 °C; 31,3 °C; 38,3 °C; 42,5 °C; 27,1 °C; 22,3 °C;39,90%;;;
20/01/2020;14:25:45;dia;31,8 °C; 31,4 °C; 38,6 °C; 42,7 °C; 27,2 °C; 22,4 °C;39,50%;;;
20/01/2020;14:27:45;dia;32,0 °C; 31,6 °C; 38,9 °C; 42,9 °C; 27,4 °C; 22,5 °C;39,10%;;;
20/01/2020;14:29:45;dia;32,2 °C; 31,8 °C; 39,2 °C; 43,1 °C; 27,5 °C; 22,6 °C;38,80%;;;
20/01/2020;14:31:45;dia;32,3 °C; 31,9 °C; 39,4 °C; 43,3 °C; 27,6 °C; 22,7 °C;38,60%;;;
20/01/2020;14:33:45;dia;32,4 °C; 32,0 °C; 39,6 °C; 43,4 °C; 27,7 °C; 22,8 °C;38,40%;;;
20/01/2020;14:35:45;dia;32,6 °C; 32,2 °C; 39,8 °C; 43,4 °C; 27,9 °C; 22,9 °C;38,30%;;;
20/01/2020;14:37:45;dia;32,6 °C; 32,2 °C; 39,9 °C; 43,6 °C; 27,9 °C; 22,9 °C;38,10%;;;
20/01/2020;14:39:45;dia;32,7 °C; 32,3 °C; 40,0 °C; 43,6 °C; 28,0 °C; 23,0 °C;38,10%;;;
20/01/2020;14:41:45;dia;32,6 °C; 32,3 °C; 40,1 °C; 43,5 °C; 28,0 °C; 23,1 °C;38,10%;;;
20/01/2020;14:43:45;dia;32,6 °C; 32,3 °C; 40,1 °C; 43,2 °C; 28,1 °C; 23,2 °C;38,30%;;;
20/01/2020;14:45:45;dia;32,6 °C; 32,3 °C; 40,1 °C; 43,1 °C; 28,1 °C; 23,2 °C;38,40%;;;
20/01/2020;14:47:45;dia;32,7 °C; 32,4 °C; 40,2 °C; 43,2 °C; 28,2 °C; 23,4 °C;38,50%;;;
20/01/2020;14:49:45;dia;32,2 °C; 31,9 °C; 39,9 °C; 43,2 °C; 27,5 °C; 22,2 °C;36,40%;;;
20/01/2020;14:51:45;dia;30,5 °C; 30,2 °C; 37,5 °C; 41,0 °C; 26,0 °C; 20,7 °C;37,90%;;;
20/01/2020;14:53:45;dia;29,6 °C; 29,2 °C; 35,9 °C; 39,0 °C; 25,5 °C; 20,7 °C;41,20%;;;
20/01/2020;14:55:45;dia;29,4 °C; 29,0 °C; 35,1 °C; 39,0 °C; 25,3 °C; 20,7 °C;43,20%;;;
20/01/2020;14:57:45;dia;28,4 °C; 27,9 °C; 32,7 °C; 37,9 °C; 24,4 °C; 20,4 °C;48,40%;;;
20/01/2020;14:59:45;dia;28,6 °C; 28,1 °C; 33,4 °C; 38,1 °C; 24,5 °C; 20,3 °C;46,30%;;;
20/01/2020;15:01:45;dia;29,2 °C; 28,8 °C; 34,3 °C; 38,4 °C; 25,2 °C; 21,1 °C;46,20%;;;
20/01/2020;15:03:45;dia;28,9 °C; 28,5 °C; 33,9 °C; 37,7 °C; 25,1 °C; 21,0 °C;46,90%;;;
20/01/2020;15:05:45;dia;28,7 °C; 28,2 °C; 33,5 °C; 37,7 °C; 24,8 °C; 20,7 °C;47,10%;;;
20/01/2020;15:07:45;dia;28,6 °C; 28,2 °C; 33,5 °C; 38,0 °C; 24,6 °C; 20,4 °C;46,20%;;;
20/01/2020;15:09:45;dia;28,5 °C; 28,1 °C; 33,3 °C; 37,0 °C; 24,8 °C; 20,9 °C;48,30%;;;
20/01/2020;15:11:45;dia;28,6 °C; 28,2 °C; 33,3 °C; 37,4 °C; 24,8 °C; 20,9 °C;48,20%;;;
20/01/2020;15:13:45;dia;28,3 °C; 27,9 °C; 33,0 °C; 36,7 °C; 24,7 °C; 20,9 °C;49,10%;;;
20/01/2020;15:15:45;dia;28,3 °C; 27,9 °C; 33,0 °C; 36,4 °C; 24,8 °C; 21,0 °C;49,40%;;;
20/01/2020;15:17:45;dia;27,9 °C; 27,6 °C; 32,7 °C; 35,8 °C; 24,5 °C; 20,7 °C;49,40%;;;
20/01/2020;15:19:45;dia;27,8 °C; 27,5 °C; 32,7 °C; 35,5 °C; 24,5 °C; 20,6 °C;49,00%;;;
20/01/2020;15:21:45;dia;27,7 °C; 27,4 °C; 32,4 °C; 35,3 °C; 24,5 °C; 20,8 °C;50,40%;;;
20/01/2020;15:23:45;dia;27,6 °C; 27,3 °C; 32,4 °C; 35,0 °C; 24,4 °C; 20,7 °C;50,30%;;;
20/01/2020;15:25:45;dia;27,5 °C; 27,3 °C; 32,3 °C; 34,6 °C; 24,5 °C; 20,9 °C;51,00%;;;
20/01/2020;15:27:45;dia;27,5 °C; 27,2 °C; 32,3 °C; 34,7 °C; 24,4 °C; 20,7 °C;50,60%;;;
20/01/2020;15:29:45;dia;27,5 °C; 27,2 °C; 32,1 °C; 34,6 °C; 24,4 °C; 20,8 °C;51,30%;;;
20/01/2020;15:31:45;dia;27,1 °C; 26,9 °C; 31,9 °C; 34,0 °C; 24,2 °C; 20,6 °C;51,40%;;;
20/01/2020;15:33:45;dia;27,1 °C; 26,9 °C; 31,9 °C; 33,7 °C; 24,3 °C; 20,7 °C;51,60%;;;
20/01/2020;15:35:45;dia;26,8 °C; 26,7 °C; 31,6 °C; 33,2 °C; 24,1 °C; 20,6 °C;52,10%;;;
20/01/2020;15:37:45;dia;26,8 °C; 26,6 °C; 31,5 °C; 32,8 °C; 24,2 °C; 20,8 °C;53,00%;;;
20/01/2020;15:39:45;dia;26,8 °C; 26,7 °C; 31,5 °C; 32,5 °C; 24,4 °C; 21,1 °C;54,10%;;;
20/01/2020;15:41:45;dia;26,5 °C; 26,4 °C; 31,1 °C; 32,2 °C; 24,0 °C; 20,6 °C;53,80%;;;
20/01/2020;15:43:45;dia;26,0 °C; 25,9 °C; 30,1 °C; 31,1 °C; 23,8 °C; 20,9 °C;57,80%;;;
20/01/2020;15:45:45;dia;26,1 °C; 26,0 °C; 30,4 °C; 31,4 °C; 23,8 °C; 20,7 °C;56,20%;;;
20/01/2020;15:47:45;dia;26,3 °C; 26,1 °C; 30,5 °C; 32,0 °C; 23,8 °C; 20,6 °C;55,70%;;;
20/01/2020;15:49:45;dia;25,8 °C; 25,6 °C; 29,6 °C; 31,8 °C; 23,2 °C; 20,2 °C;57,20%;;;
20/01/2020;15:51:45;dia;26,2 °C; 26,0 °C; 30,4 °C; 31,9 °C; 23,7 °C; 20,5 °C;55,70%;;;
20/01/2020;15:53:45;dia;26,4 °C; 26,3 °C; 30,8 °C; 32,3 °C; 23,9 °C; 20,7 °C;54,80%;;;
20/01/2020;15:55:45;dia;26,5 °C; 26,2 °C; 30,7 °C; 32,9 °C; 23,7 °C; 20,3 °C;54,00%;;;
20/01/2020;15:57:45;dia;26,5 °C; 26,3 °C; 31,0 °C; 32,8 °C; 23,8 °C; 20,3 °C;52,90%;;;
20/01/2020;15:59:45;dia;26,3 °C; 26,1 °C; 30,9 °C; 32,6 °C; 23,6 °C; 20,1 °C;52,80%;;;
20/01/2020;16:01:45;dia;26,6 °C; 26,4 °C; 31,4 °C; 33,1 °C; 23,8 °C; 20,2 °C;51,60%;;;
20/01/2020;16:03:45;dia;26,6 °C; 26,4 °C; 31,4 °C; 33,5 °C; 23,7 °C; 20,0 °C;51,00%;;;
20/01/2020;16:05:45;dia;26,9 °C; 26,7 °C; 31,8 °C; 33,8 °C; 23,9 °C; 20,0 °C;49,60%;;;
20/01/2020;16:07:45;dia;26,6 °C; 26,4 °C; 31,6 °C; 34,0 °C; 23,5 °C; 19,5 °C;48,90%;;;
20/01/2020;16:09:45;dia;26,6 °C; 26,4 °C; 31,3 °C; 33,6 °C; 23,6 °C; 19,9 °C;50,70%;;;
20/01/2020;16:11:45;dia;26,7 °C; 26,6 °C; 31,5 °C; 33,4 °C; 23,9 °C; 20,3 °C;51,40%;;;
20/01/2020;16:13:45;dia;26,6 °C; 26,4 °C; 31,3 °C; 33,3 °C; 23,7 °C; 20,0 °C;51,20%;;;
20/01/2020;16:15:45;dia;26,6 °C; 26,4 °C; 31,3 °C; 33,3 °C; 23,7 °C; 20,0 °C;51,20%;;;
20/01/2020;16:17:45;dia;26,6 °C; 26,4 °C; 31,4 °C; 33,2 °C; 23,7 °C; 19,9 °C;50,60%;;;
20/01/2020;16:19:45;dia;27,0 °C; 26,8 °C; 32,0 °C; 34,3 °C; 23,9 °C; 20,0 °C;49,20%;;;
20/01/2020;16:21:45;dia;27,5 °C; 27,2 °C; 32,6 °C; 35,1 °C; 24,2 °C; 20,1 °C;47,70%;;;
20/01/2020;16:23:45;dia;27,9 °C; 27,6 °C; 33,2 °C; 35,7 °C; 24,5 °C; 20,3 °C;46,70%;;;
20/01/2020;16:25:45;dia;28,1 °C; 27,8 °C; 33,6 °C; 36,3 °C; 24,6 °C; 20,3 °C;45,80%;;;
20/01/2020;16:27:45;dia;28,4 °C; 28,1 °C; 34,0 °C; 36,7 °C; 24,8 °C; 20,5 °C;45,20%;;;
20/01/2020;16:29:45;dia;28,6 °C; 28,3 °C; 34,3 °C; 37,0 °C; 25,0 °C; 20,6 °C;44,80%;;;
20/01/2020;16:31:45;dia;28,7 °C; 28,4 °C; 34,6 °C; 37,1 °C; 25,1 °C; 20,7 °C;44,50%;;;
20/01/2020;16:33:45;dia;28,8 °C; 28,5 °C; 34,7 °C; 37,1 °C; 25,2 °C; 20,7 °C;44,20%;;;
20/01/2020;16:35:45;dia;28,8 °C; 28,6 °C; 34,9 °C; 37,1 °C; 25,3 °C; 20,9 °C;44,20%;;;
20/01/2020;16:37:45;dia;28,9 °C; 28,7 °C; 35,0 °C; 37,0 °C; 25,4 °C; 21,0 °C;44,20%;;;
20/01/2020;16:39:45;dia;28,9 °C; 28,8 °C; 35,1 °C; 37,0 °C; 25,5 °C; 21,1 °C;44,30%;;;
20/01/2020;16:41:45;dia;28,9 °C; 28,8 °C; 35,1 °C; 37,0 °C; 25,5 °C; 21,1 °C;44,20%;;;
20/01/2020;16:43:45;dia;29,0 °C; 28,9 °C; 35,2 °C; 37,1 °C; 25,6 °C; 21,2 °C;44,30%;;;
20/01/2020;16:45:45;dia;29,1 °C; 28,9 °C; 35,2 °C; 37,2 °C; 25,6 °C; 21,2 °C;44,30%;;;
20/01/2020;16:47:45;dia;29,1 °C; 28,9 °C; 35,2 °C; 37,2 °C; 25,6 °C; 21,3 °C;44,40%;;;
20/01/2020;16:49:45;dia;29,2 °C; 29,0 °C; 35,3 °C; 37,2 °C; 25,7 °C; 21,3 °C;44,40%;;;
20/01/2020;16:51:45;dia;29,1 °C; 28,9 °C; 35,3 °C; 37,1 °C; 25,7 °C; 21,3 °C;44,40%;;;
20/01/2020;16:53:45;dia;29,1 °C; 28,9 °C; 35,3 °C; 37,0 °C; 25,7 °C; 21,4 °C;44,60%;;;
20/01/2020;16:55:45;dia;29,1 °C; 28,9 °C; 35,2 °C; 36,9 °C; 25,7 °C; 21,4 °C;44,70%;;;
20/01/2020;16:57:45;dia;29,0 °C; 28,8 °C; 35,2 °C; 36,7 °C; 25,7 °C; 21,4 °C;44,90%;;;
20/01/2020;16:59:45;dia;29,0 °C; 28,8 °C; 35,2 °C; 36,6 °C; 25,7 °C; 21,5 °C;45,00%;;;
20/01/2020;17:01:45;dia;29,0 °C; 28,8 °C; 35,2 °C; 36,6 °C; 25,7 °C; 21,5 °C;45,10%;;;
20/01/2020;17:03:45;dia;29,0 °C; 28,8 °C; 35,2 °C; 36,7 °C; 25,7 °C; 21,5 °C;45,10%;;;
20/01/2020;17:05:45;dia;29,0 °C; 28,8 °C; 35,2 °C; 36,7 °C; 25,7 °C; 21,5 °C;45,10%;;;
20/01/2020;17:07:45;dia;29,0 °C; 28,9 °C; 35,2 °C; 36,8 °C; 25,7 °C; 21,5 °C;45,10%;;;
20/01/2020;17:09:45;dia;29,1 °C; 29,0 °C; 35,3 °C; 36,9 °C; 25,8 °C; 21,6 °C;45,10%;;;
20/01/2020;17:11:45;dia;29,2 °C; 29,0 °C; 35,3 °C; 37,0 °C; 25,8 °C; 21,6 °C;45,00%;;;
20/01/2020;17:13:45;dia;29,2 °C; 29,0 °C; 35,3 °C; 37,0 °C; 25,8 °C; 21,6 °C;45,00%;;;
20/01/2020;17:15:45;dia;29,2 °C; 29,0 °C; 35,3 °C; 37,0 °C; 25,8 °C; 21,6 °C;45,10%;;;
20/01/2020;17:17:45;dia;29,2 °C; 29,0 °C; 35,3 °C; 37,0 °C; 25,8 °C; 21,6 °C;45,10%;;;
20/01/2020;17:19:45;dia;29,2 °C; 29,1 °C; 35,4 °C; 37,0 °C; 25,9 °C; 21,7 °C;45,10%;;;
20/01/2020;17:21:45;dia;29,2 °C; 29,1 °C; 35,4 °C; 37,0 °C; 25,9 °C; 21,7 °C;45,10%;;;
20/01/2020;17:23:45;dia;29,2 °C; 29,0 °C; 35,4 °C; 36,9 °C; 25,9 °C; 21,7 °C;45,20%;;;
20/01/2020;17:25:45;dia;29,2 °C; 29,0 °C; 35,3 °C; 36,8 °C; 25,9 °C; 21,7 °C;45,40%;;;
20/01/2020;17:27:45;dia;29,1 °C; 29,0 °C; 35,3 °C; 36,6 °C; 25,9 °C; 21,7 °C;45,50%;;;
20/01/2020;17:29:45;dia;29,0 °C; 28,9 °C; 35,2 °C; 36,5 °C; 25,8 °C; 21,7 °C;45,60%;;;
20/01/2020;17:31:45;dia;29,0 °C; 28,9 °C; 35,2 °C; 36,4 °C; 25,9 °C; 21,8 °C;45,90%;;;
20/01/2020;17:33:45;dia;29,0 °C; 28,8 °C; 35,1 °C; 36,3 °C; 25,8 °C; 21,7 °C;46,00%;;;
20/01/2020;17:35:45;dia;28,9 °C; 28,8 °C; 35,0 °C; 36,2 °C; 25,8 °C; 21,7 °C;46,20%;;;
20/01/2020;17:37:45;dia;28,9 °C; 28,8 °C; 35,0 °C; 36,1 °C; 25,8 °C; 21,8 °C;46,40%;;;
20/01/2020;17:39:45;dia;28,9 °C; 28,8 °C; 34,9 °C; 36,1 °C; 25,8 °C; 21,8 °C;46,60%;;;
20/01/2020;17:41:45;dia;28,9 °C; 28,8 °C; 34,9 °C; 36,0 °C; 25,8 °C; 21,8 °C;46,70%;;;
20/01/2020;17:43:45;dia;28,9 °C; 28,7 °C; 34,8 °C; 36,0 °C; 25,8 °C; 21,8 °C;46,80%;;;
20/01/2020;17:45:45;dia;28,9 °C; 28,7 °C; 34,8 °C; 36,0 °C; 25,8 °C; 21,8 °C;46,90%;;;
20/01/2020;17:47:45;dia;28,7 °C; 28,6 °C; 34,7 °C; 35,8 °C; 25,7 °C; 21,7 °C;47,00%;;;
20/01/2020;17:49:44;dia;28,7 °C; 28,6 °C; 34,7 °C; 35,7 °C; 25,7 °C; 21,8 °C;47,20%;;;
20/01/2020;17:51:44;dia;28,7 °C; 28,6 °C; 34,6 °C; 35,6 °C; 25,7 °C; 21,8 °C;47,40%;;;
20/01/2020;17:53:44;dia;28,6 °C; 28,6 °C; 34,6 °C; 35,5 °C; 25,7 °C; 21,8 °C;47,60%;;;
20/01/2020;17:55:44;dia;28,6 °C; 28,5 °C; 34,5 °C; 35,4 °C; 25,7 °C; 21,8 °C;47,80%;;;
20/01/2020;17:57:44;dia;28,5 °C; 28,4 °C; 34,4 °C; 35,2 °C; 25,6 °C; 21,8 °C;48,00%;;;
20/01/2020;17:59:44;dia;28,4 °C; 28,4 °C; 34,3 °C; 35,0 °C; 25,6 °C; 21,8 °C;48,30%;;;
20/01/2020;18:01:44;noite;28,4 °C; 28,3 °C; 34,2 °C; 34,9 °C; 25,6 °C; 21,8 °C;48,50%;;;
20/01/2020;18:03:44;noite;28,4 °C; 28,3 °C; 34,2 °C; 34,8 °C; 25,6 °C; 21,8 °C;48,60%;;;
20/01/2020;18:05:44;noite;28,3 °C; 28,3 °C; 34,1 °C; 34,7 °C; 25,6 °C; 21,8 °C;48,80%;;;
20/01/2020;18:07:44;noite;28,2 °C; 28,2 °C; 34,0 °C; 34,6 °C; 25,5 °C; 21,8 °C;49,10%;;;
20/01/2020;18:09:44;noite;28,2 °C; 28,2 °C; 33,9 °C; 34,6 °C; 25,5 °C; 21,8 °C;49,20%;;;
20/01/2020;18:11:44;noite;28,2 °C; 28,2 °C; 33,9 °C; 34,6 °C; 25,5 °C; 21,8 °C;49,40%;;;
20/01/2020;18:13:44;noite;28,1 °C; 28,1 °C; 33,8 °C; 34,5 °C; 25,4 °C; 21,7 °C;49,40%;;;
20/01/2020;18:15:44;noite;28,2 °C; 28,1 °C; 33,8 °C; 34,5 °C; 25,5 °C; 21,8 °C;49,60%;;;
20/01/2020;18:17:44;noite;28,2 °C; 28,1 °C; 33,8 °C; 34,5 °C; 25,5 °C; 21,8 °C;49,70%;;;
20/01/2020;18:19:44;noite;28,1 °C; 28,0 °C; 33,7 °C; 34,4 °C; 25,4 °C; 21,8 °C;49,80%;;;
20/01/2020;18:21:44;noite;28,0 °C; 27,9 °C; 33,6 °C; 34,3 °C; 25,3 °C; 21,7 °C;50,00%;;;
20/01/2020;18:23:44;noite;28,0 °C; 28,0 °C; 33,6 °C; 34,1 °C; 25,4 °C; 21,8 °C;50,20%;;;
20/01/2020;18:25:44;noite;27,9 °C; 27,9 °C; 33,5 °C; 33,9 °C; 25,4 °C; 21,8 °C;50,40%;;;
20/01/2020;18:27:44;noite;27,8 °C; 27,8 °C; 33,4 °C; 33,8 °C; 25,3 °C; 21,8 °C;50,60%;;;
20/01/2020;18:29:44;noite;27,8 °C; 27,8 °C; 33,3 °C; 33,7 °C; 25,3 °C; 21,7 °C;50,80%;;;
20/01/2020;18:31:44;noite;27,7 °C; 27,7 °C; 33,2 °C; 33,5 °C; 25,2 °C; 21,7 °C;51,00%;;;
20/01/2020;18:33:44;noite;27,7 °C; 27,7 °C; 33,2 °C; 33,4 °C; 25,3 °C; 21,8 °C;51,20%;;;
20/01/2020;18:35:44;noite;27,6 °C; 27,5 °C; 33,0 °C; 33,3 °C; 25,1 °C; 21,6 °C;51,40%;;;
20/01/2020;18:37:44;noite;27,6 °C; 27,6 °C; 33,0 °C; 33,1 °C; 25,2 °C; 21,7 °C;51,70%;;;
20/01/2020;18:39:44;noite;27,5 °C; 27,5 °C; 32,9 °C; 33,0 °C; 25,1 °C; 21,7 °C;51,80%;;;
20/01/2020;18:41:44;noite;27,4 °C; 27,4 °C; 32,8 °C; 32,9 °C; 25,1 °C; 21,7 °C;52,10%;;;
20/01/2020;18:43:44;noite;27,4 °C; 27,4 °C; 32,7 °C; 32,8 °C; 25,1 °C; 21,7 °C;52,30%;;;
20/01/2020;18:45:44;noite;27,3 °C; 27,3 °C; 32,6 °C; 32,7 °C; 25,0 °C; 21,6 °C;52,50%;;;
20/01/2020;18:47:44;noite;27,2 °C; 27,2 °C; 32,5 °C; 32,5 °C; 25,0 °C; 21,6 °C;52,70%;;;
20/01/2020;18:49:44;noite;27,1 °C; 27,2 °C; 32,4 °C; 32,4 °C; 24,9 °C; 21,6 °C;53,00%;;;
20/01/2020;18:51:44;noite;27,1 °C; 27,1 °C; 32,3 °C; 32,4 °C; 24,9 °C; 21,6 °C;53,20%;;;
20/01/2020;18:53:44;noite;27,0 °C; 27,0 °C; 32,2 °C; 32,3 °C; 24,8 °C; 21,5 °C;53,40%;;;
20/01/2020;18:55:44;noite;27,1 °C; 27,1 °C; 32,2 °C; 32,2 °C; 24,9 °C; 21,6 °C;53,50%;;;
20/01/2020;18:57:44;noite;27,0 °C; 27,0 °C; 32,1 °C; 32,0 °C; 24,8 °C; 21,6 °C;53,80%;;;
20/01/2020;18:59:44;noite;26,9 °C; 26,9 °C; 32,0 °C; 32,0 °C; 24,7 °C; 21,5 °C;53,90%;;;
20/01/2020;19:01:44;noite;26,9 °C; 26,9 °C; 31,9 °C; 31,9 °C; 24,7 °C; 21,5 °C;54,10%;;;
20/01/2020;19:03:44;noite;26,8 °C; 26,8 °C; 31,8 °C; 31,8 °C; 24,6 °C; 21,4 °C;54,30%;;;
20/01/2020;19:05:44;noite;26,8 °C; 26,8 °C; 31,8 °C; 31,7 °C; 24,7 °C; 21,5 °C;54,50%;;;
20/01/2020;19:07:44;noite;26,7 °C; 26,7 °C; 31,7 °C; 31,6 °C; 24,6 °C; 21,5 °C;54,80%;;;
20/01/2020;19:09:44;noite;26,6 °C; 26,7 °C; 31,6 °C; 31,4 °C; 24,6 °C; 21,5 °C;55,00%;;;
20/01/2020;19:11:44;noite;26,6 °C; 26,6 °C; 31,5 °C; 31,4 °C; 24,5 °C; 21,4 °C;55,20%;;;
20/01/2020;19:13:44;noite;26,5 °C; 26,6 °C; 31,4 °C; 31,3 °C; 24,5 °C; 21,4 °C;55,40%;;;
20/01/2020;19:15:44;noite;26,5 °C; 26,5 °C; 31,3 °C; 31,2 °C; 24,5 °C; 21,4 °C;55,60%;;;
20/01/2020;19:17:44;noite;26,5 °C; 26,5 °C; 31,3 °C; 31,2 °C; 24,5 °C; 21,4 °C;55,80%;;;
20/01/2020;19:19:44;noite;26,4 °C; 26,4 °C; 31,2 °C; 31,1 °C; 24,4 °C; 21,4 °C;55,90%;;;
20/01/2020;19:21:44;noite;26,4 °C; 26,4 °C; 31,2 °C; 31,0 °C; 24,4 °C; 21,4 °C;56,00%;;;
20/01/2020;19:23:44;noite;26,3 °C; 26,3 °C; 31,1 °C; 30,9 °C; 24,3 °C; 21,3 °C;56,20%;;;
20/01/2020;19:25:44;noite;26,3 °C; 26,3 °C; 31,0 °C; 30,9 °C; 24,3 °C; 21,3 °C;56,30%;;;
20/01/2020;19:27:44;noite;26,2 °C; 26,2 °C; 30,9 °C; 30,8 °C; 24,2 °C; 21,2 °C;56,50%;;;
20/01/2020;19:29:44;noite;26,2 °C; 26,2 °C; 30,9 °C; 30,7 °C; 24,3 °C; 21,3 °C;56,70%;;;
20/01/2020;19:31:44;noite;26,1 °C; 26,1 °C; 30,8 °C; 30,6 °C; 24,2 °C; 21,2 °C;56,80%;;;
20/01/2020;19:33:44;noite;26,1 °C; 26,1 °C; 30,7 °C; 30,5 °C; 24,2 °C; 21,2 °C;57,00%;;;
20/01/2020;19:35:44;noite;26,1 °C; 26,1 °C; 30,7 °C; 30,5 °C; 24,2 °C; 21,2 °C;57,10%;;;
20/01/2020;19:37:44;noite;26,0 °C; 26,0 °C; 30,6 °C; 30,4 °C; 24,1 °C; 21,2 °C;57,20%;;;
20/01/2020;19:39:44;noite;26,0 °C; 26,0 °C; 30,5 °C; 30,3 °C; 24,1 °C; 21,2 °C;57,50%;;;
20/01/2020;19:41:44;noite;26,0 °C; 26,0 °C; 30,5 °C; 30,3 °C; 24,1 °C; 21,2 °C;57,50%;;;
20/01/2020;19:43:44;noite;25,9 °C; 25,9 °C; 30,4 °C; 30,2 °C; 24,0 °C; 21,1 °C;57,70%;;;
20/01/2020;19:45:44;noite;25,9 °C; 25,9 °C; 30,4 °C; 30,1 °C; 24,1 °C; 21,2 °C;57,80%;;;
20/01/2020;19:47:44;noite;25,8 °C; 25,8 °C; 30,3 °C; 30,0 °C; 24,0 °C; 21,1 °C;57,90%;;;
20/01/2020;19:49:44;noite;25,7 °C; 25,7 °C; 30,2 °C; 29,9 °C; 23,9 °C; 21,0 °C;58,10%;;;
20/01/2020;19:51:44;noite;25,8 °C; 25,8 °C; 30,2 °C; 29,9 °C; 24,0 °C; 21,1 °C;58,20%;;;
20/01/2020;19:53:44;noite;25,7 °C; 25,7 °C; 30,1 °C; 29,8 °C; 23,9 °C; 21,0 °C;58,40%;;;
20/01/2020;19:55:44;noite;25,6 °C; 25,6 °C; 30,0 °C; 29,8 °C; 23,8 °C; 21,0 °C;58,60%;;;
20/01/2020;19:57:44;noite;25,6 °C; 25,6 °C; 30,0 °C; 29,7 °C; 23,8 °C; 21,0 °C;58,60%;;;
20/01/2020;19:59:44;noite;25,5 °C; 25,6 °C; 29,9 °C; 29,6 °C; 23,8 °C; 21,0 °C;58,80%;;;
20/01/2020;20:01:44;noite;25,5 °C; 25,6 °C; 29,9 °C; 29,6 °C; 23,8 °C; 21,0 °C;58,80%;;;
20/01/2020;20:03:44;noite;25,4 °C; 25,5 °C; 29,8 °C; 29,5 °C; 23,7 °C; 20,9 °C;58,90%;;;
20/01/2020;20:05:44;noite;25,4 °C; 25,5 °C; 29,8 °C; 29,5 °C; 23,7 °C; 20,9 °C;59,00%;;;
20/01/2020;20:07:44;noite;25,4 °C; 25,5 °C; 29,7 °C; 29,5 °C; 23,7 °C; 20,9 °C;59,20%;;;
20/01/2020;20:09:44;noite;25,3 °C; 25,4 °C; 29,6 °C; 29,4 °C; 23,6 °C; 20,8 °C;59,10%;;;
