Data;Hora;Turno;IBUTG (Int.);IBUTG (Ext.);TA;TG;TBU;Ponto de orvalho;UR;;;
20/01/2020;07:07:46;dia;24,2 °C; 24,2 °C; 26,0 °C; 26,0 °C; 23,4 °C; 22,3 °C;80,30%;;;
20/01/2020;07:09:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,7 °C; 22,7 °C;82,30%;;;
20/01/2020;07:11:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,7 °C; 22,8 °C;82,70%;;;
20/01/2020;07:13:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;82,90%;;;
20/01/2020;07:15:46;dia;24,5 °C; 24,5 °C; 26,0 °C; 26,0 °C; 23,8 °C; 22,9 °C;82,90%;;;
20/01/2020;07:17:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;82,90%;;;
20/01/2020;07:19:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;82,90%;;;
20/01/2020;07:21:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;82,90%;;;
20/01/2020;07:23:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;83,20%;;;
20/01/2020;07:25:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,7 °C; 22,8 °C;82,80%;;;
20/01/2020;07:27:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;82,90%;;;
20/01/2020;07:29:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,7 °C; 22,8 °C;82,70%;;;
20/01/2020;07:31:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 26,0 °C; 23,7 °C; 22,8 °C;82,50%;;;
20/01/2020;07:33:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,7 °C; 22,8 °C;82,60%;;;
20/01/2020;07:35:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,7 °C; 22,8 °C;82,60%;;;
20/01/2020;07:37:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 26,0 °C; 23,7 °C; 22,8 °C;82,70%;;;
20/01/2020;07:39:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,7 °C; 22,8 °C;82,60%;;;
20/01/2020;07:41:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,7 °C; 22,8 °C;82,70%;;;
20/01/2020;07:43:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 26,0 °C; 23,7 °C; 22,8 °C;82,70%;;;
20/01/2020;07:45:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 26,0 °C; 23,7 °C; 22,8 °C;82,80%;;;
20/01/2020;07:47:46;dia;24,4 °C; 24,4 °C; 26,1 °C; 25,9 °C; 23,8 °C; 22,9 °C;82,80%;;;
20/01/2020;07:49:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;82,90%;;;
20/01/2020;07:51:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,7 °C; 22,8 °C;82,80%;;;
20/01/2020;07:53:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;82,90%;;;
20/01/2020;07:55:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;82,90%;;;
20/01/2020;07:57:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;83,00%;;;
20/01/2020;07:59:46;dia;24,5 °C; 24,5 °C; 26,0 °C; 26,0 °C; 23,8 °C; 22,9 °C;83,10%;;;
20/01/2020;08:01:46;dia;24,4 °C; 24,4 °C; 26,0 °C; 25,9 °C; 23,8 °C; 22,9 °C;83,20%;;;
20/01/2020;08:03:46;dia;23,8 °C; 23,8 °C; 26,1 °C; 26,0 °C; 22,9 °C; 21,4 °C;75,50%;;;
20/01/2020;08:05:46;dia;24,3 °C; 24,3 °C; 26,3 °C; 26,4 °C; 23,4 °C; 22,2 °C;78,10%;;;
20/01/2020;08:07:46;dia;24,4 °C; 24,3 °C; 26,4 °C; 27,2 °C; 23,2 °C; 21,8 °C;75,70%;;;
20/01/2020;08:09:46;dia;24,5 °C; 24,4 °C; 26,4 °C; 26,7 °C; 23,5 °C; 22,2 °C;77,80%;;;
20/01/2020;08:11:46;dia;24,5 °C; 24,4 °C; 26,3 °C; 26,5 °C; 23,6 °C; 22,5 °C;79,70%;;;
20/01/2020;08:13:46;dia;24,5 °C; 24,5 °C; 26,3 °C; 26,3 °C; 23,7 °C; 22,6 °C;80,00%;;;
20/01/2020;08:15:46;dia;24,4 °C; 24,4 °C; 26,2 °C; 26,2 °C; 23,6 °C; 22,5 °C;80,10%;;;
20/01/2020;08:17:46;dia;24,4 °C; 24,4 °C; 26,2 °C; 26,1 °C; 23,7 °C; 22,6 °C;80,40%;;;
20/01/2020;08:19:46;dia;24,4 °C; 24,4 °C; 26,2 °C; 26,1 °C; 23,7 °C; 22,6 °C;80,60%;;;
20/01/2020;08:21:46;dia;24,4 °C; 24,4 °C; 26,1 °C; 26,1 °C; 23,6 °C; 22,5 °C;80,50%;;;
20/01/2020;08:23:46;dia;24,3 °C; 24,3 °C; 26,1 °C; 26,0 °C; 23,6 °C; 22,5 °C;80,70%;;;
20/01/2020;08:25:46;dia;24,3 °C; 24,3 °C; 26,1 °C; 26,0 °C; 23,6 °C; 22,6 °C;80,90%;;;
20/01/2020;08:27:46;dia;24,3 °C; 24,3 °C; 26,1 °C; 26,0 °C; 23,6 °C; 22,6 °C;81,00%;;;
20/01/2020;08:29:46;dia;24,3 °C; 24,3 °C; 26,1 °C; 26,0 °C; 23,6 °C; 22,6 °C;81,30%;;;
20/01/2020;08:31:46;dia;23,5 °C; 23,5 °C; 26,2 °C; 26,2 °C; 22,4 °C; 20,6 °C;71,30%;;;
20/01/2020;08:33:46;dia;23,4 °C; 23,4 °C; 26,2 °C; 26,3 °C; 22,1 °C; 20,1 °C;69,00%;;;
20/01/2020;08:35:46;dia;22,0 °C; 22,0 °C; 25,7 °C; 25,7 °C; 20,4 °C; 17,4 °C;60,10%;;;
20/01/2020;08:37:46;dia;21,5 °C; 21,5 °C; 24,8 °C; 24,6 °C; 20,2 °C; 17,6 °C;64,30%;;;
20/01/2020;08:39:46;dia;23,1 °C; 23,1 °C; 25,3 °C; 25,1 °C; 22,2 °C; 20,7 °C;75,60%;;;
20/01/2020;08:41:46;dia;24,1 °C; 24,0 °C; 26,2 °C; 27,9 °C; 22,5 °C; 20,8 °C;72,20%;;;
20/01/2020;08:43:46;dia;24,8 °C; 24,6 °C; 27,0 °C; 29,3 °C; 22,9 °C; 21,0 °C;69,70%;;;
20/01/2020;08:45:46;dia;25,5 °C; 25,2 °C; 27,8 °C; 30,3 °C; 23,4 °C; 21,4 °C;68,30%;;;
20/01/2020;08:47:46;dia;25,9 °C; 25,7 °C; 28,3 °C; 30,9 °C; 23,8 °C; 21,8 °C;67,70%;;;
20/01/2020;08:49:46;dia;26,0 °C; 25,8 °C; 28,7 °C; 31,3 °C; 23,8 °C; 21,6 °C;65,60%;;;
20/01/2020;08:51:46;dia;26,0 °C; 25,8 °C; 28,9 °C; 31,3 °C; 23,8 °C; 21,6 °C;64,60%;;;
20/01/2020;08:53:46;dia;26,6 °C; 26,3 °C; 29,2 °C; 31,6 °C; 24,4 °C; 22,3 °C;66,50%;;;
20/01/2020;08:55:46;dia;25,9 °C; 25,7 °C; 28,9 °C; 31,6 °C; 23,5 °C; 21,0 °C;62,50%;;;
20/01/2020;08:57:46;dia;26,1 °C; 25,9 °C; 29,3 °C; 31,5 °C; 23,8 °C; 21,3 °C;62,00%;;;
20/01/2020;08:59:46;dia;25,8 °C; 25,6 °C; 29,0 °C; 31,2 °C; 23,5 °C; 21,0 °C;62,10%;;;
20/01/2020;09:01:46;dia;25,7 °C; 25,5 °C; 28,9 °C; 30,8 °C; 23,5 °C; 21,1 °C;62,80%;;;
20/01/2020;09:03:46;dia;25,8 °C; 25,6 °C; 29,0 °C; 30,6 °C; 23,7 °C; 21,3 °C;63,10%;;;
20/01/2020;09:05:46;dia;25,6 °C; 25,4 °C; 28,9 °C; 30,4 °C; 23,5 °C; 21,0 °C;62,30%;;;
20/01/2020;09:07:46;dia;25,5 °C; 25,4 °C; 28,9 °C; 30,2 °C; 23,5 °C; 21,1 °C;62,80%;;;
20/01/2020;09:09:46;dia;25,4 °C; 25,2 °C; 28,7 °C; 29,9 °C; 23,4 °C; 20,9 °C;62,70%;;;
20/01/2020;09:11:46;dia;25,2 °C; 25,1 °C; 28,6 °C; 29,8 °C; 23,3 °C; 20,8 °C;62,80%;;;
20/01/2020;09:13:46;dia;25,2 °C; 25,1 °C; 28,6 °C; 29,7 °C; 23,3 °C; 20,8 °C;62,90%;;;
20/01/2020;09:15:46;dia;25,0 °C; 24,9 °C; 28,2 °C; 29,4 °C; 23,1 °C; 20,7 °C;63,90%;;;
20/01/2020;09:17:46;dia;25,1 °C; 25,0 °C; 28,3 °C; 29,6 °C; 23,2 °C; 20,8 °C;63,70%;;;
20/01/2020;09:19:46;dia;25,0 °C; 24,9 °C; 28,2 °C; 29,7 °C; 23,0 °C; 20,6 °C;63,60%;;;
20/01/2020;09:21:46;dia;25,2 °C; 25,0 °C; 28,3 °C; 29,8 °C; 23,2 °C; 20,8 °C;63,70%;;;
20/01/2020;09:23:46;dia;25,1 °C; 24,9 °C; 28,2 °C; 30,0 °C; 23,0 °C; 20,6 °C;63,60%;;;
20/01/2020;09:25:46;dia;25,3 °C; 25,2 °C; 28,5 °C; 30,3 °C; 23,2 °C; 20,8 °C;63,00%;;;
20/01/2020;09:27:46;dia;25,6 °C; 25,4 °C; 28,7 °C; 30,6 °C; 23,4 °C; 20,9 °C;62,60%;;;
20/01/2020;09:29:46;dia;25,4 °C; 25,1 °C; 28,2 °C; 30,7 °C; 23,1 °C; 20,7 °C;63,80%;;;
20/01/2020;09:31:46;dia;25,1 °C; 24,8 °C; 27,7 °C; 30,5 °C; 22,8 °C; 20,5 °C;65,10%;;;
20/01/2020;09:33:46;dia;25,4 °C; 25,2 °C; 28,3 °C; 30,4 °C; 23,2 °C; 20,9 °C;64,20%;;;
20/01/2020;09:35:46;dia;25,4 °C; 25,3 °C; 28,4 °C; 30,2 °C; 23,4 °C; 21,2 °C;64,90%;;;
20/01/2020;09:37:46;dia;25,7 °C; 25,5 °C; 28,8 °C; 30,8 °C; 23,5 °C; 21,1 °C;63,30%;;;
20/01/2020;09:39:46;dia;25,8 °C; 25,6 °C; 28,8 °C; 30,8 °C; 23,6 °C; 21,2 °C;63,40%;;;
20/01/2020;09:41:46;dia;25,6 °C; 25,3 °C; 28,3 °C; 30,6 °C; 23,4 °C; 21,1 °C;65,00%;;;
20/01/2020;09:43:46;dia;25,8 °C; 25,6 °C; 28,7 °C; 30,8 °C; 23,6 °C; 21,3 °C;64,30%;;;
20/01/2020;09:45:46;dia;26,0 °C; 25,7 °C; 28,8 °C; 31,0 °C; 23,8 °C; 21,5 °C;64,60%;;;
20/01/2020;09:47:46;dia;26,0 °C; 25,8 °C; 29,2 °C; 31,3 °C; 23,8 °C; 21,4 °C;63,00%;;;
20/01/2020;09:49:46;dia;26,0 °C; 25,8 °C; 29,3 °C; 31,4 °C; 23,7 °C; 21,2 °C;61,60%;;;
20/01/2020;09:51:46;dia;26,1 °C; 25,9 °C; 29,3 °C; 31,0 °C; 24,0 °C; 21,6 °C;63,40%;;;
20/01/2020;09:53:46;dia;25,6 °C; 25,4 °C; 28,2 °C; 29,8 °C; 23,8 °C; 21,8 °C;68,40%;;;
20/01/2020;09:55:46;dia;25,6 °C; 25,4 °C; 27,9 °C; 29,5 °C; 23,9 °C; 22,1 °C;70,60%;;;
20/01/2020;09:57:46;dia;25,4 °C; 25,3 °C; 27,6 °C; 29,0 °C; 23,9 °C; 22,3 °C;73,10%;;;
20/01/2020;09:59:46;dia;25,6 °C; 25,4 °C; 27,5 °C; 29,0 °C; 24,1 °C; 22,6 °C;74,60%;;;
20/01/2020;10:01:46;dia;25,3 °C; 25,2 °C; 27,3 °C; 28,7 °C; 23,9 °C; 22,4 °C;74,80%;;;
20/01/2020;10:03:46;dia;25,3 °C; 25,2 °C; 27,1 °C; 28,3 °C; 24,0 °C; 22,7 °C;76,90%;;;
20/01/2020;10:05:46;dia;25,1 °C; 25,0 °C; 27,0 °C; 28,2 °C; 23,8 °C; 22,4 °C;75,90%;;;
20/01/2020;10:07:46;dia;25,1 °C; 25,0 °C; 27,0 °C; 28,3 °C; 23,7 °C; 22,3 °C;75,60%;;;
20/01/2020;10:09:46;dia;25,0 °C; 24,8 °C; 26,9 °C; 28,2 °C; 23,6 °C; 22,2 °C;75,50%;;;
20/01/2020;10:11:46;dia;25,1 °C; 24,9 °C; 27,0 °C; 28,5 °C; 23,6 °C; 22,1 °C;74,60%;;;
20/01/2020;10:13:46;dia;25,9 °C; 25,7 °C; 27,9 °C; 29,8 °C; 24,2 °C; 22,6 °C;73,00%;;;
20/01/2020;10:15:46;dia;26,3 °C; 26,1 °C; 28,0 °C; 30,6 °C; 24,5 °C; 23,0 °C;74,20%;;;
20/01/2020;10:17:46;dia;26,5 °C; 26,2 °C; 28,1 °C; 30,8 °C; 24,6 °C; 23,1 °C;74,50%;;;
20/01/2020;10:19:46;dia;26,6 °C; 26,4 °C; 28,6 °C; 31,4 °C; 24,6 °C; 23,0 °C;71,80%;;;
20/01/2020;10:21:46;dia;26,4 °C; 26,0 °C; 28,2 °C; 31,4 °C; 24,2 °C; 22,5 °C;71,10%;;;
20/01/2020;10:23:46;dia;26,7 °C; 26,4 °C; 28,8 °C; 31,8 °C; 24,5 °C; 22,7 °C;69,50%;;;
20/01/2020;10:25:46;dia;26,6 °C; 26,3 °C; 29,0 °C; 31,6 °C; 24,4 °C; 22,4 °C;67,70%;;;
20/01/2020;10:27:46;dia;26,3 °C; 26,1 °C; 28,9 °C; 30,9 °C; 24,3 °C; 22,4 °C;68,00%;;;
20/01/2020;10:29:46;dia;26,2 °C; 26,0 °C; 28,6 °C; 30,5 °C; 24,3 °C; 22,4 °C;69,10%;;;
20/01/2020;10:31:46;dia;25,6 °C; 25,4 °C; 27,6 °C; 30,0 °C; 23,7 °C; 22,0 °C;71,80%;;;
20/01/2020;10:33:46;dia;25,8 °C; 25,6 °C; 28,1 °C; 29,8 °C; 24,1 °C; 22,4 °C;71,20%;;;
20/01/2020;10:35:46;dia;26,1 °C; 25,9 °C; 28,5 °C; 30,4 °C; 24,2 °C; 22,3 °C;69,20%;;;
20/01/2020;10:37:46;dia;26,7 °C; 26,5 °C; 29,0 °C; 30,9 °C; 24,9 °C; 23,2 °C;70,80%;;;
20/01/2020;10:39:46;dia;26,9 °C; 26,7 °C; 29,5 °C; 31,1 °C; 25,1 °C; 23,3 °C;69,40%;;;
20/01/2020;10:41:46;dia;27,1 °C; 27,0 °C; 29,8 °C; 31,2 °C; 25,4 °C; 23,6 °C;69,60%;;;
20/01/2020;10:43:46;dia;27,4 °C; 27,2 °C; 30,0 °C; 31,2 °C; 25,7 °C; 24,0 °C;70,20%;;;
20/01/2020;10:45:46;dia;27,6 °C; 27,5 °C; 30,2 °C; 31,1 °C; 26,1 °C; 24,5 °C;71,70%;;;
20/01/2020;10:47:46;dia;27,5 °C; 27,4 °C; 30,2 °C; 31,0 °C; 26,0 °C; 24,4 °C;71,40%;;;
20/01/2020;10:49:46;dia;26,8 °C; 26,6 °C; 29,8 °C; 31,3 °C; 24,8 °C; 22,7 °C;65,90%;;;
20/01/2020;10:51:46;dia;26,8 °C; 26,6 °C; 29,7 °C; 32,1 °C; 24,6 °C; 22,4 °C;64,80%;;;
20/01/2020;10:53:46;dia;26,1 °C; 25,7 °C; 28,4 °C; 32,4 °C; 23,4 °C; 21,2 °C;65,20%;;;
20/01/2020;10:55:46;dia;25,4 °C; 25,1 °C; 27,8 °C; 29,9 °C; 23,4 °C; 21,5 °C;68,70%;;;
20/01/2020;10:57:46;dia;24,5 °C; 24,2 °C; 26,5 °C; 28,8 °C; 22,6 °C; 20,8 °C;70,80%;;;
20/01/2020;10:59:46;dia;24,5 °C; 24,3 °C; 26,9 °C; 28,8 °C; 22,7 °C; 20,8 °C;69,40%;;;
20/01/2020;11:01:46;dia;24,8 °C; 24,5 °C; 27,1 °C; 29,9 °C; 22,6 °C; 20,4 °C;66,90%;;;
20/01/2020;11:03:46;dia;25,2 °C; 25,0 °C; 28,0 °C; 29,9 °C; 23,2 °C; 21,0 °C;65,70%;;;
20/01/2020;11:05:46;dia;25,8 °C; 25,5 °C; 28,6 °C; 31,0 °C; 23,5 °C; 21,2 °C;64,40%;;;
20/01/2020;11:07:46;dia;25,0 °C; 24,7 °C; 27,5 °C; 30,5 °C; 22,7 °C; 20,4 °C;65,10%;;;
20/01/2020;11:09:45;dia;24,6 °C; 24,3 °C; 26,8 °C; 29,4 °C; 22,5 °C; 20,4 °C;68,00%;;;
20/01/2020;11:11:45;dia;25,3 °C; 25,0 °C; 27,9 °C; 30,1 °C; 23,2 °C; 21,0 °C;66,30%;;;
20/01/2020;11:13:45;dia;26,2 °C; 25,9 °C; 29,0 °C; 32,4 °C; 23,6 °C; 21,1 °C;62,50%;;;
20/01/2020;11:15:45;dia;27,0 °C; 26,5 °C; 29,9 °C; 34,1 °C; 23,9 °C; 21,2 °C;59,80%;;;
20/01/2020;11:17:45;dia;27,4 °C; 26,9 °C; 30,3 °C; 34,8 °C; 24,2 °C; 21,5 °C;59,30%;;;
20/01/2020;11:19:45;dia;27,2 °C; 26,8 °C; 30,4 °C; 34,4 °C; 24,1 °C; 21,3 °C;58,20%;;;
20/01/2020;11:21:45;dia;27,3 °C; 26,9 °C; 30,6 °C; 34,3 °C; 24,3 °C; 21,4 °C;57,90%;;;
20/01/2020;11:23:45;dia;27,3 °C; 26,9 °C; 30,4 °C; 34,8 °C; 24,1 °C; 21,2 °C;58,10%;;;
20/01/2020;11:25:45;dia;27,1 °C; 26,7 °C; 30,3 °C; 34,6 °C; 23,9 °C; 20,9 °C;57,40%;;;
20/01/2020;11:27:45;dia;27,6 °C; 27,2 °C; 31,0 °C; 34,9 °C; 24,4 °C; 21,5 °C;57,20%;;;
20/01/2020;11:29:45;dia;27,3 °C; 26,9 °C; 30,5 °C; 34,8 °C; 24,1 °C; 21,2 °C;57,80%;;;
20/01/2020;11:31:45;dia;27,1 °C; 26,7 °C; 30,2 °C; 34,4 °C; 24,0 °C; 21,1 °C;58,40%;;;
20/01/2020;11:33:45;dia;26,8 °C; 26,4 °C; 29,7 °C; 33,6 °C; 23,9 °C; 21,2 °C;60,20%;;;
20/01/2020;11:35:45;dia;27,4 °C; 27,1 °C; 30,8 °C; 34,5 °C; 24,4 °C; 21,6 °C;58,10%;;;
20/01/2020;11:37:45;dia;27,6 °C; 27,2 °C; 31,0 °C; 34,9 °C; 24,5 °C; 21,6 °C;57,50%;;;
20/01/2020;11:39:45;dia;27,0 °C; 26,5 °C; 29,8 °C; 34,3 °C; 23,8 °C; 21,0 °C;59,30%;;;
20/01/2020;11:41:45;dia;27,4 °C; 27,0 °C; 30,4 °C; 34,3 °C; 24,5 °C; 21,9 °C;60,50%;;;
20/01/2020;11:43:45;dia;28,4 °C; 27,9 °C; 31,2 °C; 36,9 °C; 24,8 °C; 22,0 °C;58,10%;;;
20/01/2020;11:45:45;dia;28,8 °C; 28,1 °C; 31,8 °C; 38,5 °C; 24,6 °C; 21,3 °C;53,80%;;;
20/01/2020;11:47:45;dia;29,1 °C; 28,5 °C; 32,6 °C; 38,6 °C; 25,0 °C; 21,7 °C;52,60%;;;
20/01/2020;11:49:45;dia;28,3 °C; 27,6 °C; 31,0 °C; 37,7 °C; 24,3 °C; 21,2 °C;55,90%;;;
20/01/2020;11:51:45;dia;28,7 °C; 28,2 °C; 32,3 °C; 37,9 °C; 24,8 °C; 21,5 °C;53,10%;;;
20/01/2020;11:53:45;dia;29,6 °C; 28,8 °C; 32,5 °C; 40,5 °C; 24,9 °C; 21,5 °C;52,30%;;;
20/01/2020;11:55:45;dia;30,2 °C; 29,3 °C; 33,3 °C; 41,7 °C; 25,2 °C; 21,6 °C;50,40%;;;
20/01/2020;11:57:45;dia;30,7 °C; 29,9 °C; 34,2 °C; 42,7 °C; 25,6 °C; 21,9 °C;48,90%;;;
20/01/2020;11:59:45;dia;30,5 °C; 29,7 °C; 34,3 °C; 42,3 °C; 25,5 °C; 21,6 °C;47,60%;;;
20/01/2020;12:01:45;dia;30,1 °C; 29,4 °C; 34,2 °C; 41,3 °C; 25,3 °C; 21,2 °C;46,80%;;;
20/01/2020;12:03:45;dia;29,7 °C; 29,2 °C; 34,2 °C; 40,1 °C; 25,3 °C; 21,3 °C;47,10%;;;
20/01/2020;12:05:45;dia;29,4 °C; 28,8 °C; 33,8 °C; 39,4 °C; 25,1 °C; 21,2 °C;47,80%;;;
20/01/2020;12:07:45;dia;28,4 °C; 28,0 °C; 32,9 °C; 37,1 °C; 24,7 °C; 21,0 °C;49,70%;;;
20/01/2020;12:09:45;dia;28,1 °C; 27,7 °C; 32,3 °C; 36,2 °C; 24,6 °C; 21,0 °C;51,40%;;;
20/01/2020;12:11:45;dia;28,0 °C; 27,6 °C; 32,2 °C; 36,0 °C; 24,6 °C; 21,1 °C;52,00%;;;
20/01/2020;12:13:45;dia;27,7 °C; 27,3 °C; 31,5 °C; 35,1 °C; 24,5 °C; 21,3 °C;54,90%;;;
20/01/2020;12:15:45;dia;28,0 °C; 27,6 °C; 32,1 °C; 35,7 °C; 24,7 °C; 21,3 °C;52,80%;;;
20/01/2020;12:17:45;dia;27,7 °C; 27,3 °C; 32,0 °C; 35,5 °C; 24,3 °C; 20,8 °C;51,80%;;;
20/01/2020;12:19:45;dia;27,7 °C; 27,4 °C; 32,2 °C; 35,4 °C; 24,4 °C; 20,7 °C;50,90%;;;
20/01/2020;12:21:45;dia;27,9 °C; 27,5 °C; 32,2 °C; 35,8 °C; 24,5 °C; 20,9 °C;51,30%;;;
20/01/2020;12:23:45;dia;27,7 °C; 27,4 °C; 32,1 °C; 35,2 °C; 24,5 °C; 21,1 °C;52,40%;;;
20/01/2020;12:25:45;dia;27,5 °C; 27,2 °C; 31,8 °C; 34,8 °C; 24,4 °C; 21,0 °C;52,90%;;;
20/01/2020;12:27:45;dia;27,2 °C; 26,9 °C; 31,4 °C; 33,9 °C; 24,3 °C; 21,0 °C;54,10%;;;
20/01/2020;12:29:45;dia;26,8 °C; 26,6 °C; 30,9 °C; 32,7 °C; 24,3 °C; 21,3 °C;56,60%;;;
20/01/2020;12:31:45;dia;27,0 °C; 26,8 °C; 31,2 °C; 33,6 °C; 24,2 °C; 21,0 °C;54,70%;;;
20/01/2020;12:33:45;dia;26,9 °C; 26,7 °C; 31,3 °C; 33,3 °C; 24,2 °C; 21,0 °C;54,30%;;;
20/01/2020;12:35:45;dia;27,3 °C; 27,1 °C; 31,6 °C; 33,9 °C; 24,5 °C; 21,3 °C;54,60%;;;
20/01/2020;12:37:45;dia;27,5 °C; 27,3 °C; 32,0 °C; 34,4 °C; 24,6 °C; 21,3 °C;53,10%;;;
20/01/2020;12:39:45;dia;27,3 °C; 27,0 °C; 31,8 °C; 34,3 °C; 24,3 °C; 20,9 °C;52,50%;;;
20/01/2020;12:41:45;dia;27,3 °C; 27,0 °C; 31,8 °C; 34,2 °C; 24,3 °C; 20,9 °C;52,70%;;;
20/01/2020;12:43:45;dia;27,2 °C; 27,0 °C; 31,6 °C; 34,1 °C; 24,3 °C; 20,9 °C;53,20%;;;
20/01/2020;12:45:45;dia;27,4 °C; 27,1 °C; 31,8 °C; 34,5 °C; 24,3 °C; 20,9 °C;52,50%;;;
20/01/2020;12:47:45;dia;27,7 °C; 27,4 °C; 32,2 °C; 35,2 °C; 24,5 °C; 20,9 °C;51,50%;;;
20/01/2020;12:49:45;dia;27,8 °C; 27,4 °C; 32,2 °C; 35,6 °C; 24,4 °C; 20,8 °C;51,20%;;;
20/01/2020;12:51:45;dia;27,7 °C; 27,3 °C; 31,8 °C; 35,4 °C; 24,4 °C; 21,0 °C;53,00%;;;
20/01/2020;12:53:45;dia;27,8 °C; 27,4 °C; 32,0 °C; 35,8 °C; 24,3 °C; 20,8 °C;51,60%;;;
20/01/2020;12:55:45;dia;27,9 °C; 27,6 °C; 32,3 °C; 36,0 °C; 24,5 °C; 20,9 °C;51,00%;;;
20/01/2020;12:57:45;dia;27,6 °C; 27,3 °C; 32,0 °C; 35,3 °C; 24,3 °C; 20,8 °C;51,70%;;;
20/01/2020;12:59:45;dia;27,4 °C; 27,1 °C; 31,7 °C; 34,8 °C; 24,2 °C; 20,7 °C;52,20%;;;
20/01/2020;13:01:45;dia;26,8 °C; 26,6 °C; 31,1 °C; 33,3 °C; 24,0 °C; 20,6 °C;53,80%;;;
20/01/2020;13:03:45;dia;26,2 °C; 26,0 °C; 30,1 °C; 32,8 °C; 23,4 °C; 20,2 °C;55,40%;;;
20/01/2020;13:05:45;dia;26,0 °C; 25,8 °C; 30,1 °C; 31,7 °C; 23,5 °C; 20,4 °C;56,30%;;;
20/01/2020;13:07:45;dia;25,4 °C; 25,2 °C; 29,2 °C; 31,0 °C; 23,0 °C; 20,0 °C;57,80%;;;
20/01/2020;13:09:45;dia;25,8 °C; 25,6 °C; 29,9 °C; 31,6 °C; 23,3 °C; 20,2 °C;56,20%;;;
20/01/2020;13:11:45;dia;25,3 °C; 25,2 °C; 29,2 °C; 30,8 °C; 23,0 °C; 20,0 °C;57,80%;;;
20/01/2020;13:13:45;dia;25,4 °C; 25,3 °C; 29,1 °C; 30,6 °C; 23,2 °C; 20,4 °C;59,30%;;;
20/01/2020;13:15:45;dia;25,3 °C; 25,2 °C; 29,2 °C; 30,5 °C; 23,1 °C; 20,2 °C;58,40%;;;
20/01/2020;13:17:45;dia;26,0 °C; 25,8 °C; 30,3 °C; 31,5 °C; 23,6 °C; 20,5 °C;56,00%;;;
20/01/2020;13:19:45;dia;26,2 °C; 26,0 °C; 30,5 °C; 32,0 °C; 23,7 °C; 20,5 °C;55,30%;;;
20/01/2020;13:21:45;dia;26,3 °C; 26,2 °C; 30,7 °C; 32,2 °C; 23,8 °C; 20,5 °C;54,50%;;;
20/01/2020;13:23:45;dia;26,2 °C; 26,0 °C; 30,5 °C; 32,1 °C; 23,6 °C; 20,4 °C;55,00%;;;
20/01/2020;13:25:45;dia;26,3 °C; 26,2 °C; 30,6 °C; 32,2 °C; 23,8 °C; 20,6 °C;55,40%;;;
20/01/2020;13:27:45;dia;25,9 °C; 25,7 °C; 29,6 °C; 31,4 °C; 23,5 °C; 20,7 °C;58,80%;;;
20/01/2020;13:29:45;dia;25,7 °C; 25,5 °C; 29,4 °C; 31,1 °C; 23,4 °C; 20,5 °C;58,80%;;;
20/01/2020;13:31:45;dia;25,9 °C; 25,7 °C; 29,9 °C; 31,5 °C; 23,5 °C; 20,5 °C;57,30%;;;
20/01/2020;13:33:45;dia;25,8 °C; 25,6 °C; 29,8 °C; 31,4 °C; 23,4 °C; 20,4 °C;57,10%;;;
20/01/2020;13:35:45;dia;26,2 °C; 26,0 °C; 30,2 °C; 32,1 °C; 23,6 °C; 20,4 °C;56,00%;;;
20/01/2020;13:37:45;dia;26,1 °C; 25,8 °C; 29,9 °C; 32,7 °C; 23,3 °C; 20,1 °C;55,70%;;;
